ID,Lab,Hand,Sex,CDA2,CDA4,CDA6,K,D_prime
sub-Vog288,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,3.19452463294665,3.15463504450812
sub-Vog289,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.97549946102506,3.07105016501517
sub-Vog290,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.53894449141308,2.41102857513824
sub-Vog291,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.15893701370065,2.22123728024141
sub-Vog292,Zürich (Prof. Sauseng),r,m,NaN,NaN,NaN,2.28923604422562,2.04990196927096
sub-Vog293,Zürich (Prof. Sauseng),r,m,NaN,NaN,NaN,1.60724302047813,1.6663848962747
sub-Vog294,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.53550416193648,3.13210772526298
sub-Vog295,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.61048635345881,2.24910884304189
sub-Vog296,Zürich (Prof. Sauseng),r,m,NaN,NaN,NaN,1.90314107694863,1.91113618433095
sub-Vog297,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.72000865366588,2.66806048720997
sub-Vog298,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,3.20684330794432,3.65118002974397
sub-Vog299,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.48562178041147,2.56636913877535
sub-Vog300,Zürich (Prof. Sauseng),r,m,NaN,NaN,NaN,2.8388956860415,2.78588102533158
sub-Vog301,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,1.91152912176408,1.67671860077747
sub-Vog302,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.41076696165192,2.54434243556179
sub-Vog303,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,1.30063917313777,1.08581143063126
sub-Vog304,Zürich (Prof. Sauseng),r,f,NaN,NaN,NaN,2.49378017140991,3.1552623171398
